# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
12.85           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.73901619e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
12.9            	U               	(8.25413318e-02 -4.58773353e-03 -2.19557116e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.80053196e+00 3.57174224e-02 2.57156853e-01)	(1.04166668e-01 1.24795253e-01 -3.91870719e-01)
12.9            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	7.07328575e+00	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
12.95           	U               	(8.06918611e-02 -2.96037594e-03 -1.91583748e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.79214885e+00 1.53250164e-02 2.60909207e-01)	(1.04166668e-01 9.75474134e-02 -3.98140263e-01)
12.95           	p               	-4.59432478e+00	(3.12500000e-01 1.62453040e-02 4.95562969e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
13              	U               	(6.48096243e-02 -8.33066551e-04 -1.53808706e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.62505981e+00 4.13064181e-03 2.34191514e-01)	(1.04166667e-01 1.43426801e-01 -3.56242701e-01)
13              	p               	-1.48924554e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
13.05           	U               	(4.43972272e-02 1.58588411e-03 -1.04335140e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.13840865e+00 3.04286428e-02 1.74896224e-01)	(1.04166667e-01 -2.48942223e-01 -2.91697828e-01)
13.05           	p               	-2.43431086e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
13.1            	U               	(1.37653798e-02 -1.58852809e-02 -6.66855459e-03)	(1.04166668e-01 4.61707639e-01 1.08961565e-01)	(7.77528783e-01 7.57897606e-02 1.31087546e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
13.1            	p               	-3.22816753e+01	(1.04166667e-01 1.23341514e-02 1.13646346e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
13.15           	U               	(-1.06952387e-01 -2.00088982e-02 -9.30688231e-03)	(1.04166666e-01 4.67644855e-01 -7.81573312e-02)	(5.80348311e-01 1.28292757e-01 8.64245031e-02)	(1.04166667e-01 -2.34665011e-01 -2.71783183e-01)
13.15           	p               	-3.82636061e+01	(1.04162664e-01 1.24402010e-02 3.44156757e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
13.2            	U               	(-1.66975648e-01 -1.15250159e-01 -5.01370414e-02)	(1.04166667e-01 3.74860007e-01 -2.38897370e-01)	(1.96608602e-01 1.97382584e-01 3.20809811e-02)	(1.04166667e-01 -2.49498360e-01 -2.49498360e-01)
13.2            	p               	-4.20180641e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
13.25           	U               	(-7.24870270e-01 -1.34527884e-02 -1.17250541e-02)	(3.12500000e-01 3.91615638e-01 -2.47306119e-01)	(-2.98912107e-02 1.58194172e-01 2.08149826e-02)	(1.04166667e-01 -1.26005720e-01 -2.96579349e-01)
13.25           	p               	-4.31204982e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
13.3            	U               	(-1.13383069e+00 -2.25562920e-02 -6.57575666e-03)	(3.12500000e-01 2.53039280e-01 -3.42731516e-01)	(-6.36180847e-02 1.08820361e-02 1.81775058e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
13.3            	p               	-4.15003336e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
13.35           	U               	(-1.17588728e+00 -1.99993925e-03 -1.43862232e-02)	(5.20833333e-01 1.68399695e-01 3.48575906e-01)	(-7.51904942e-02 1.21182656e-02 2.28756091e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
13.35           	p               	-3.73641961e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
13.4            	U               	(-1.73887047e+00 -1.38809678e-02 -5.20837568e-03)	(3.12500000e-01 -2.68623925e-01 2.56145742e-01)	(-8.18660718e-02 1.33384922e-02 2.68377191e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
13.4            	p               	-3.08271692e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
13.45           	U               	(-1.90735895e+00 -3.70349535e-02 -1.17884183e-02)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-8.06643088e-02 1.73791162e-02 3.53091573e-02)	(1.04166667e-01 -2.34124561e-01 4.37566951e-01)
13.45           	p               	-2.23261060e+01	(1.04166668e-01 -1.12774051e-01 -4.82940049e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
13.5            	U               	(-1.96732293e+00 -4.22529017e-01 -3.11431274e-01)	(1.04166668e-01 2.13242055e-01 -2.75994751e-01)	(-7.32162536e-02 1.82675253e-02 3.65394928e-02)	(1.04166667e-01 -2.62270845e-01 4.21434988e-01)
13.5            	p               	-1.24358000e+01	(1.04166666e-01 -2.04984173e-01 -4.51856272e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
13.55           	U               	(-1.89169844e+00 -3.01328042e-01 -3.94837552e-01)	(1.04166667e-01 1.92876638e-01 -3.40062903e-01)	(-3.03670978e-02 3.03970286e-02 1.19248670e-01)	(1.04166668e-01 -1.11172818e-01 4.74022503e-01)
13.55           	p               	-1.78841714e+00	(1.04166666e-01 -2.62270845e-01 -4.21434988e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
13.6            	U               	(-1.78457950e+00 -2.83823191e-01 -3.99894947e-01)	(1.04166667e-01 1.34683076e-01 -3.26297376e-01)	(3.06013557e-02 3.49086665e-02 2.13076736e-01)	(1.04166666e-01 -7.81573312e-02 4.67644855e-01)
13.6            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	9.23299519e+00	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
13.65           	U               	(-1.52883806e+00 -2.23801342e-01 -4.18288217e-01)	(1.04166668e-01 1.10757223e-01 -3.31940049e-01)	(7.55343498e-02 3.52211641e-02 1.85606474e-01)	(1.04166668e-01 -1.08961562e-01 4.61707639e-01)
13.65           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.95077625e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
13.7            	U               	(-1.11935718e+00 -1.60925013e-01 -4.35142515e-01)	(1.04166668e-01 8.65119179e-02 -3.36681685e-01)	(7.49599780e-02 2.92707208e-02 1.44416176e-01)	(1.04166668e-01 -1.39314894e-01 4.53857465e-01)
13.7            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.85414149e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
13.75           	U               	(-8.84327782e-01 -1.44919413e-01 -3.85036910e-01)	(1.04166667e-01 8.08522842e-02 -3.05162209e-01)	(5.87544503e-01 2.62393731e-02 1.27978478e-01)	(1.04162638e-01 4.70235984e-02 4.71592471e-01)
13.75           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.57627367e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
13.8            	U               	(-3.52379574e-01 -1.21038691e-01 -3.13220584e-01)	(1.04166667e-01 5.69667966e-02 -2.32696208e-01)	(2.42893162e-01 1.27584502e-02 3.65961773e-01)	(1.04162856e-01 -4.20706632e-02 4.06147495e-01)
13.8            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.07299612e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
13.85           	U               	(-3.98693953e-01 -9.67531681e-02 -9.77480625e-02)	(1.04166667e-01 -2.68623925e-01 -2.56145742e-01)	(3.80251814e-01 2.01402759e-02 3.34465197e-01)	(1.04166667e-01 -1.14258143e-02 2.35067918e-01)
13.85           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.31597131e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
13.9            	U               	(-4.02542083e-02 -1.31653959e-01 -3.25896929e-02)	(1.04166667e-01 -2.49498360e-01 -2.49498360e-01)	(5.96375855e-01 1.73383484e-02 2.47779548e-01)	(1.04163152e-01 -3.48262392e-02 3.10424030e-01)
13.9            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.29361584e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
13.95           	U               	(7.09582911e-02 -7.49170157e-03 -1.65984798e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.00936120e+00 3.83437601e-03 1.33503856e-01)	(1.04166667e-01 -1.14258143e-02 2.35067918e-01)
13.95           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.02253521e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
14              	U               	(8.30858701e-02 -7.71090879e-03 -2.14517239e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.81456586e+00 1.41332503e-02 1.26416611e-02)	(3.12500000e-01 1.40387217e-02 -4.07775560e-01)
14              	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.50540434e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
14.05           	U               	(8.88172312e-02 -7.08493429e-03 -2.30617699e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.64481566e+00 7.35428367e-03 1.83058294e-01)	(1.04161933e-01 1.47134430e-02 -4.34581538e-01)
14.05           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.77320675e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
14.1            	U               	(8.90294954e-02 -6.12113923e-03 -2.33597663e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.90263973e+00 5.89222775e-03 2.13565647e-01)	(1.04162120e-01 1.40398328e-02 -4.07786745e-01)
14.1            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.86908718e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
14.15           	U               	(8.36525380e-02 -4.79090647e-03 -2.22169460e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.95219317e+00 4.15736867e-03 2.48323872e-01)	(1.04162120e-01 1.40398328e-02 -4.07786745e-01)
14.15           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	8.48299009e+00	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
14.2            	U               	(8.23993362e-02 -3.21562464e-03 -1.95607015e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.84912200e+00 1.23225706e-02 2.60962057e-01)	(1.04166666e-01 6.99416426e-02 -4.02932595e-01)
14.2            	p               	-3.27031262e+00	(3.12500000e-01 1.62453040e-02 4.95562969e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
14.25           	U               	(6.72011466e-02 -1.14619825e-03 -1.59657564e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.64627046e+00 3.02897887e-03 2.52861656e-01)	(1.04166668e-01 9.75474134e-02 -3.98140263e-01)
14.25           	p               	-1.35536875e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
14.3            	U               	(4.73129974e-02 1.26157809e-03 -1.11398602e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.06806438e+00 2.38354843e-02 1.86207978e-01)	(1.04166667e-01 -2.63320844e-01 -3.11753926e-01)
14.3            	p               	-2.31641398e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
14.35           	U               	(1.87621560e-02 -1.35613590e-02 -6.44852424e-03)	(1.04166666e-01 4.67644854e-01 7.81573383e-02)	(8.17749097e-01 6.95071221e-02 1.36984151e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
14.35           	p               	-3.13330503e+01	(1.04166667e-01 1.26082241e-02 6.35080347e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
14.4            	U               	(-8.37217683e-02 -2.16096170e-02 -9.73479892e-03)	(1.04166668e-01 4.61707640e-01 -1.08961562e-01)	(6.27492414e-01 1.21303507e-01 9.23238547e-02)	(1.04166667e-01 -2.34665011e-01 -2.71783183e-01)
14.4            	p               	-3.75945202e+01	(1.04163015e-01 1.16198326e-02 3.11524224e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
14.45           	U               	(-3.10841343e-01 -2.29342317e-03 -1.63447041e-02)	(3.12500000e-01 1.52637425e-02 4.56512200e-01)	(2.45129987e-01 1.89383372e-01 3.90352551e-02)	(1.04166667e-01 -2.49498360e-01 -2.49498360e-01)
14.45           	p               	-4.16680714e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
14.5            	U               	(-6.68869533e-01 -1.18953646e-02 -1.35258299e-02)	(3.12500000e-01 7.32865076e-02 4.29278968e-01)	(7.84792073e-03 2.02332667e-01 1.56407336e-02)	(1.04166667e-01 -1.64795748e-01 -2.61618625e-01)
14.5            	p               	-4.31301406e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
14.55           	U               	(-1.08977346e+00 -2.35507603e-02 -6.20722447e-03)	(3.12500000e-01 2.53039280e-01 -3.42731516e-01)	(-6.16634603e-02 1.07146202e-02 1.75078579e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
14.55           	p               	-4.18660197e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
14.6            	U               	(-1.15378544e+00 -3.16559489e-03 -1.32678912e-02)	(5.20833333e-01 1.92876638e-01 3.40062903e-01)	(-7.39591863e-02 1.19540765e-02 2.22888245e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
14.6            	p               	-3.80572632e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
14.65           	U               	(-1.74011248e+00 -7.20878501e-03 -2.31962550e-03)	(3.12500000e-01 3.68443278e-01 -9.22150252e-02)	(-8.13028906e-02 1.31870753e-02 2.63696560e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
14.65           	p               	-3.18192723e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
14.7            	U               	(-1.89118610e+00 -3.41403323e-02 -1.04901565e-02)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-8.23042677e-02 1.72773451e-02 3.49312968e-02)	(1.04166667e-01 -2.34124561e-01 4.37566951e-01)
14.7            	p               	-2.35475209e+01	(1.04166668e-01 -1.12774051e-01 -4.82940049e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
14.75           	U               	(-1.98371339e+00 -4.15537745e-01 -3.12048668e-01)	(1.04166667e-01 2.34665011e-01 -2.71783183e-01)	(-7.50100511e-02 1.82587373e-02 3.64428552e-02)	(1.04166667e-01 -2.62270845e-01 4.21434988e-01)
14.75           	p               	-1.38064451e+01	(1.04166666e-01 -2.04984173e-01 -4.51856272e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
14.8            	U               	(-1.96596359e+00 -3.52181048e-01 -3.66149168e-01)	(1.04166667e-01 1.81433634e-01 -3.13013329e-01)	(-4.41653086e-02 3.11012158e-02 1.19734025e-01)	(1.04166668e-01 -1.11172818e-01 4.74022503e-01)
14.8            	p               	-3.22151241e+00	(1.04166667e-01 2.62270856e-01 -4.21434981e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
14.85           	U               	(-1.78734123e+00 -2.87802056e-01 -3.99193391e-01)	(1.04166667e-01 1.34683076e-01 -3.26297376e-01)	(5.12655252e-03 3.66461086e-02 2.14808609e-01)	(1.04166666e-01 -7.81573312e-02 4.67644855e-01)
14.85           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	7.83641063e+00	(1.04162363e-01 3.77040400e-01 -1.32668768e-02)
14.9            	U               	(-1.54647805e+00 -2.28572366e-01 -4.20293312e-01)	(1.04166668e-01 1.10757223e-01 -3.31940049e-01)	(5.59951358e-02 3.80417006e-02 1.89635943e-01)	(1.04166668e-01 -1.08961562e-01 4.61707639e-01)
14.9            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.82017252e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
14.95           	U               	(-1.14947230e+00 -1.65587786e-01 -4.39705554e-01)	(1.04166668e-01 8.65119179e-02 -3.36681685e-01)	(5.90939022e-02 3.28414436e-02 1.50186647e-01)	(1.04166668e-01 -1.39314894e-01 4.53857465e-01)
14.95           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.74354223e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
15              	U               	(-9.23829225e-01 -1.51080868e-01 -3.91910818e-01)	(1.04166667e-01 8.08522842e-02 -3.05162209e-01)	(5.77484331e-01 2.42060793e-02 1.33880404e-01)	(1.04162638e-01 4.70235984e-02 4.71592471e-01)
15              	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.49249549e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
15.05           	U               	(-3.94188514e-01 -1.27464704e-01 -3.20857966e-01)	(1.04166667e-01 5.69667966e-02 -2.32696208e-01)	(2.04874906e-01 1.51269810e-02 3.77276025e-01)	(1.04162856e-01 -4.20706632e-02 4.06147495e-01)
15.05           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.02132351e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
15.1            	U               	(-4.64908511e-01 -9.08209239e-02 -1.28090577e-01)	(1.04166667e-01 1.05013881e-01 -1.81124578e-01)	(3.45718791e-01 2.14707971e-02 3.46347335e-01)	(1.04166667e-01 -1.14258143e-02 2.35067918e-01)
15.1            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.29908494e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
15.15           	U               	(-1.30901444e-01 -1.30203679e-01 -3.80794110e-02)	(1.04166667e-01 -2.51045719e-01 -2.28166018e-01)	(5.47757427e-01 1.99465978e-02 2.63531144e-01)	(1.04163152e-01 -3.48262392e-02 3.10424030e-01)
15.15           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.31106866e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
15.2            	U               	(6.89547310e-02 -7.47293127e-03 -1.60976456e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.02766384e+00 2.15607862e-04 1.49961219e-01)	(1.04162664e-01 -1.24401978e-02 3.44156757e-01)
15.2            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.07303278e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
15.25           	U               	(8.19308973e-02 -7.76239934e-03 -2.11381593e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.44489138e+00 9.59466732e-03 1.02719805e-01)	(1.04161933e-01 1.47134430e-02 -4.34581538e-01)
15.25           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.58724936e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
15.3            	U               	(8.83654236e-02 -7.19199516e-03 -2.29264149e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.96665058e+00 3.48918791e-02 2.82613109e-02)	(3.12500000e-01 3.97566296e-02 -3.75565203e-01)
15.3            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.88136969e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
15.35           	U               	(8.93218137e-02 -6.26273638e-03 -2.33937582e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.88801213e+00 6.09826011e-03 2.07177284e-01)	(1.04162120e-01 1.40398328e-02 -4.07786745e-01)
15.35           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.99710399e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
15.4            	U               	(8.46748422e-02 -4.98495506e-03 -2.24490196e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.95184422e+00 4.40621575e-03 2.44985228e-01)	(1.04162120e-01 1.40398328e-02 -4.07786745e-01)
15.4            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	9.88314532e+00	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
15.45           	U               	(8.40107160e-02 -3.45122410e-03 -1.99265897e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.89218011e+00 8.25948762e-03 2.60103644e-01)	(1.04162856e-01 4.20706695e-02 -4.06147494e-01)
15.45           	p               	-1.94025192e+00	(3.12500000e-01 1.62453040e-02 4.95562969e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
15.5            	U               	(6.95070757e-02 -1.44397384e-03 -1.65202147e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.71166979e+00 3.48600656e-03 2.56053702e-01)	(1.04166666e-01 6.99416426e-02 -4.02932595e-01)
15.5            	p               	-1.21993730e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
15.55           	U               	(5.01667492e-02 9.39645255e-04 -1.18305052e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.10028258e+00 1.86309604e-02 1.90911977e-01)	(1.04166667e-01 -2.63320844e-01 -3.11753926e-01)
15.55           	p               	-2.19600104e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
15.6            	U               	(2.10063997e-02 -8.05768158e-03 -7.62550284e-03)	(1.04166667e-01 4.55782501e-01 1.72491393e-01)	(8.56782443e-01 6.33628267e-02 1.42602384e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
15.6            	p               	-3.03508741e+01	(1.04166667e-01 1.27353431e-02 1.27353431e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
15.65           	U               	(-1.09587544e-01 -1.60346526e-02 -4.20365961e-03)	(3.12500000e-01 3.21928558e-01 -3.42916877e-01)	(6.74020191e-01 1.14499583e-01 9.80279528e-02)	(1.04166667e-01 -2.34665011e-01 -2.71783183e-01)
15.65           	p               	-3.68859788e+01	(1.04163015e-01 1.16198326e-02 3.11524224e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
15.7            	U               	(-2.61685465e-01 -2.27636562e-03 -1.75156451e-02)	(3.12500000e-01 1.52637425e-02 4.56512200e-01)	(2.93366239e-01 1.81557447e-01 4.57280684e-02)	(1.04166667e-01 -2.49498360e-01 -2.49498360e-01)
15.7            	p               	-4.12719948e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
15.75           	U               	(-4.94376733e-01 -8.83097322e-03 -2.89763809e-02)	(3.12500000e-01 4.20703023e-02 4.06136269e-01)	(3.29265338e-02 2.12846160e-01 1.66056435e-02)	(1.04166667e-01 -1.85954431e-01 -2.57457475e-01)
15.75           	p               	-4.30937009e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
15.8            	U               	(-1.04454269e+00 -2.42611520e-02 -5.76917770e-03)	(3.12500000e-01 2.53039280e-01 -3.42731516e-01)	(-5.96677965e-02 1.05540889e-02 1.68357654e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
15.8            	p               	-4.21879340e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
15.85           	U               	(-1.42516292e+00 -1.41159587e-02 -7.54098149e-03)	(3.12500000e-01 3.75363643e-01 -1.77888576e-01)	(-7.26964926e-02 1.17922196e-02 2.16917294e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
15.85           	p               	-3.87033906e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
15.9            	U               	(-1.71773005e+00 -8.51782542e-03 -1.89614467e-03)	(3.12500000e-01 3.72700766e-01 -6.61034868e-02)	(-8.06346999e-02 1.30243017e-02 2.58759498e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
15.9            	p               	-3.27759399e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
15.95           	U               	(-1.87262927e+00 -3.12009298e-02 -9.18925728e-03)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-7.89398929e-02 1.61693462e-02 3.44325786e-02)	(1.04166667e-01 -2.04984174e-01 4.51856272e-01)
15.95           	p               	-2.47429039e+01	(1.04166666e-01 -8.09014777e-02 -4.89259577e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
16              	U               	(-1.97602895e+00 -3.97980411e-01 -3.11892764e-01)	(1.04166667e-01 2.56145742e-01 -2.68623925e-01)	(-7.67296594e-02 1.82317380e-02 3.63071197e-02)	(1.04166667e-01 -2.62270845e-01 4.21434988e-01)
16              	p               	-1.51615881e+01	(1.04166667e-01 2.04984182e-01 4.51856268e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
16.05           	U               	(-2.05999041e+00 -3.59750413e-01 -3.63150496e-01)	(1.04166668e-01 2.26737066e-01 -2.98624805e-01)	(-5.80430498e-02 3.17060704e-02 1.20066943e-01)	(1.04166668e-01 -1.11172818e-01 4.74022503e-01)
16.05           	p               	-4.65158564e+00	(1.04166667e-01 -2.34124560e-01 -4.37566951e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
