# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
46.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053961e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
46.65           	U               	(1.94937894e-02 7.07863922e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863922e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053961e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
46.7            	U               	(1.94937894e-02 7.07867156e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07867156e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054199e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
46.75           	U               	(1.94937894e-02 7.07862708e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862708e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054091e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
46.8            	U               	(1.94937894e-02 7.07862514e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862514e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053961e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
46.85           	U               	(1.94937894e-02 7.07863857e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863857e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.85           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053960e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
46.9            	U               	(1.94937894e-02 7.07863314e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863314e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.9            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054297e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
46.95           	U               	(1.94937894e-02 7.07863668e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863668e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.95           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054100e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
47              	U               	(1.94937894e-02 7.07866239e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866239e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053958e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
47.05           	U               	(1.94937894e-02 7.07863275e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863275e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053958e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
47.1            	U               	(1.94937894e-02 7.07863522e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863522e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053956e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
47.15           	U               	(1.94937894e-02 7.07863086e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863086e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053956e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
47.2            	U               	(1.94937894e-02 7.07864597e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864597e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054366e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
47.25           	U               	(1.94937894e-02 7.07863585e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863585e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054123e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
47.3            	U               	(1.94937894e-02 7.07861923e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861923e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053958e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
47.35           	U               	(1.94937894e-02 7.07864327e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864327e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053957e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
47.4            	U               	(1.94937894e-02 7.07863478e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863478e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053955e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
47.45           	U               	(1.94937894e-02 7.07862042e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862042e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053955e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
47.5            	U               	(1.94937894e-02 7.07866298e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866298e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054363e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
47.55           	U               	(1.94937894e-02 7.07863195e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863195e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054118e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
47.6            	U               	(1.94937894e-02 7.07860766e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07860766e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053957e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
47.65           	U               	(1.94937894e-02 7.07864505e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864505e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053957e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
47.7            	U               	(1.94937894e-02 7.07863533e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863533e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053955e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
47.75           	U               	(1.94937894e-02 7.07862078e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862078e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053955e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
47.8            	U               	(1.94937894e-02 7.07866270e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866270e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054385e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
47.85           	U               	(1.94937894e-02 7.07863249e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863249e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.85           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054127e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
47.9            	U               	(1.94937894e-02 7.07861004e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861004e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.9            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053957e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
47.95           	U               	(1.94937894e-02 7.07864476e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864476e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
47.95           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053957e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
48              	U               	(1.94937894e-02 7.07863514e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863514e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053954e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
48.05           	U               	(1.94937894e-02 7.07861796e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861796e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053954e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
48.1            	U               	(1.94937894e-02 7.07866493e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866493e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054397e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
48.15           	U               	(1.94937894e-02 7.07863137e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863137e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054131e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
48.2            	U               	(1.94937894e-02 7.07863422e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863422e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054080e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
48.25           	U               	(1.94937894e-02 7.07865937e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865937e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054080e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
48.3            	U               	(1.94937894e-02 7.07860885e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07860885e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053954e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
48.35           	U               	(1.94937894e-02 7.07864398e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864398e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053952e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
48.4            	U               	(1.94937894e-02 7.07864179e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864179e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053950e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
48.45           	U               	(1.94937894e-02 7.07861227e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861227e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053950e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
48.5            	U               	(1.94937894e-02 7.07863961e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863961e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053951e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
48.55           	U               	(1.94937894e-02 7.07866676e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866676e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054229e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
48.6            	U               	(1.94937894e-02 7.07862928e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862928e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054101e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
48.65           	U               	(1.94937894e-02 7.07862881e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862881e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053954e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
48.7            	U               	(1.94937894e-02 7.07863975e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863975e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053953e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
48.75           	U               	(1.94937894e-02 7.07863121e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863121e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054330e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
48.8            	U               	(1.94937894e-02 7.07863878e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863878e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054112e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
48.85           	U               	(1.94937894e-02 7.07864122e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864122e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.85           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054049e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
48.9            	U               	(1.94937894e-02 7.07864692e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864692e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.9            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054049e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
48.95           	U               	(1.94937894e-02 7.07862619e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862619e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
48.95           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053954e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
49              	U               	(1.94937894e-02 7.07864213e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864213e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
49              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053954e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
49.05           	U               	(1.94937894e-02 7.07865116e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865116e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
49.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054414e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
49.1            	U               	(1.94937894e-02 7.07863623e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863623e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
49.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054116e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
49.15           	U               	(1.94937894e-02 7.07864154e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864154e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
49.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054056e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
